id_no;start;end;today;simserial;subscriberid;deviceid;location;_location_latitude;_location_longitude;_location_altitude;_location_precision;region_name;district_name;ward_name;subward_name;photo_before;photo_during;photo_after;acessibility;no_reasons;yes_no;weather;sediment;vegetation_cover;site;photo_north;photo_east;photo_south;photo_west;additional_observation;_id;_uuid;_submission_time;_validation_status;_index;sample_id;field_sampler_names;field_sampler_names_other;date_collected;tester_name;tester_name_other;date_analysis;weigh_sieves_top;mass_4_75_sieve_top;mass_2_36_sieve_top;mass_1_18_sieve_top;mass_0_6_sieve_top;mass_0_425_sieve_top;mass_0_3_sieve_top;mass_0_15_sieve_top;mass_0_075_sieve_top;mass_bottom_pan_top;top_sample_note;mass_beginning_top;mass_4_75_top;mass_4_75_top_soil_retained;mass_4_75_top_soil_retained_note;mass_2_36_top;mass_2_36_top_soil_retained;mass_2_36_top_soil_retained_note;mass_1_18_top;mass_1_18_top_soil_retained;mass_1_18_top_soil_retained_note;mass_0_6_top;mass_0_6_top_soil_retained;mass_0_6_top_soil_retained_note;mass_0_425_top;mass_0_425_top_soil_retained;mass_0_425_top_soil_retained_note;mass_0_3_top;mass_0_3_top_soil_retained;mass_0_3_top_soil_retained_note;mass_0_15_top;mass_0_15_top_soil_retained;mass_0_15_top_soil_retained_note;mass_0_075_top;mass_0_075_top_soil_retained;mass_0_075_top_soil_retained_note;mass_0_top;mass_0_top_soil_retained;mass_0_top_soil_retained_note;mass_soil_top;mass_soil_top_note;mass_loss_top_sample;percentage_mass_loss_top_sample;mass_loss_top_sample_note;weigh_sieves_bottom;mass_4_75_sieve_bottom;mass_2_36_sieve_bottom;mass_1_18_sieve_bottom;mass_0_6_sieve_bottom;mass_0_425_sieve_bottom;mass_0_3_sieve_bottom;mass_0_15_sieve_bottom;mass_0_075_sieve_bottom;mass_bottom_pan_bottom;bottom_sample_note;mass_beginning_bottom;mass_4_75_bottom;mass_4_75_bottom_soil_retained;mass_4_75_bottom_soil_retained_note;mass_2_36_bottom;mass_2_36_bottom_soil_retained;mass_2_36_bottom_soil_retained_note;mass_1_18_bottom;mass_1_18_bottom_soil_retained;mass_1_18_bottom_soil_retained_note;mass_0_6_bottom;mass_0_6_bottom_soil_retained;mass_0_6_bottom_soil_retained_note;mass_0_425_bottom;mass_0_425_bottom_soil_retained;mass_0_425_bottom_soil_retained_note;mass_0_3_bottom;mass_0_3_bottom_soil_retained;mass_0_3_bottom_soil_retained_note;mass_0_15_bottom;mass_0_15_bottom_soil_retained;mass_0_15_bottom_soil_retained_note;mass_0_075_bottom;mass_0_075_bottom_soil_retained;mass_0_075_bottom_soil_retained_note;mass_0_bottom;mass_0_bottom_soil_retained;mass_0_bottom_soil_retained_note;mass_soil_bottom;mass_soil_bottom_note;mass_loss_bottom_sample;percentage_mass_loss_bottom_sample;mass_loss_bottom_sample_note;_id;_uuid;_submission_time;_validation_status;_index
712;2018-10-16T11:56:50.048+03;2018-10-16T12:03:12.699+03;2018-10-16;8.92550441093499E+018;640044193498715;355938094600683;-6.626718333333334 39.12558666666666 46.8 1.9;-6.6267183333;39.1255866667;46.8;1.9;dar_es_salaam;kinondoni;Bunju;Bunju B;1539680272937.jpg;1539680343118.jpg;1539680495638.jpg;yes;;yes;dry;loose;low;urban;1539680528784.jpg;1539680537863.jpg;1539680546775.jpg;1539680557738.jpg;The soil was so hard to dig;18;6d5704f6-dd21-431f-8993-0770c99f4d9d;2018-10-16T15:19:31;;21;712;Annastazia_Baraka;;2018-10-16;Sia_Wilfred;;2018-11-17;;517;500;518;494;493;463;443;351;372;;501;527;10;;521;21;;566;48;;612;118;;587;94;;560;97;;530;87;;371;20;;377;5;;500;;1;0.001996008;;;517;500;518;494;493;463;443;351;372;;500;518;1;;506;6;;544;26;;632;138;;613;120;;555;92;;527;84;;376;25;;378;6;;498;;2;0.004;;117;dc5cbb6c-865d-403d-946f-f6f60f5590a2;2018-11-07T12:25:55;;20
714;2018-10-12T10:57:49.794+03;2018-10-16T11:46:10.215+03;2018-10-12;8925502041378699273f;640021069869927;351665081326444;-6.623506666666667 39.16919166666666 19.8 2.1;-6.6235066667;39.1691916667;19.8;2.1;dar_es_salaam;kinondoni;Kunduchi;Ununio;1539679391745.jpg;1539679441307.jpg;1539679465539.jpg;yes;;no;dry;loose;low;urban;1539679509620.jpg;1539679525625.jpg;1539679541375.jpg;1539679558411.jpg;No;19;542733ca-cb56-42f1-abeb-926447686bb1;2018-10-16T16:09:01;;22;714;Deogratius_Salome;;2018-10-16;Sia_Wilfred;;2018-10-17;;517;500;518;494;493;463;443;351;372;;502;516;-1;;501;1;;533;15;;647;153;;631;138;;586;123;;505;62;;358;7;;373;1;;499;;3;0.0059760956;;;517;500;518;494;493;463;443;351;372;;500;519;2;;503;3;;537;19;;667;173;;639;146;;558;95;;495;52;;360;9;;375;3;;502;;-2;-0.004;;105;e9caab2e-7d96-4caf-a39e-62a71de33b1c;2018-11-07T11:22:14;;12
713;2018-10-16T12:49:09.571+03;2018-10-16T12:53:47.679+03;2018-10-16;8925502041378699273f;640021069869927;351665081326444;-6.6236049999999995 39.151111666666665 17.8 1.3;-6.623605;39.1511116667;17.8;1.3;dar_es_salaam;kinondoni;Bunju;Bunju;1539683468318.jpg;1539683484275.jpg;1539683507832.jpg;yes;;no;dry;loose;low;urban;1539683564006.jpg;1539683574156.jpg;1539683598535.jpg;1539683613620.jpg;No;20;f44c7899-2ef8-4d09-b955-4095b1c1fdd5;2018-10-16T16:11:21;;23;713;Deogratius_Salome;;2018-10-16;Sia_Wilfred;;2018-10-17;;512;492;490;495;462;462;437;351;372;;502;517;5;;501;9;;526;36;;582;87;;649;187;;620;158;;510;73;;367;16;;380;8;;579;;-77;-0.1533864542;;;512;492;490;495;462;462;437;351;372;;500;555;43;;515;23;;546;56;;623;128;;603;141;;556;94;;524;87;;365;14;;377;5;;591;;-91;-0.182;;104;cad0531f-9db9-4fe7-a2de-a9c1309b06b4;2018-11-07T11:22:12;;11
701;2018-10-16T10:32:40.475+03;2018-10-16T10:45:54.260+03;2018-10-16;8.92550204139952E+018;640021071951801;353614096259289;-6.640693333333333 39.096865 82.6 1.0;-6.6406933333;39.096865;82.6;1;dar_es_salaam;kinondoni;Bunju;;1539675364583.jpg;1539675515444.jpg;1539675666760.jpg;yes;;yes;wet;loose;medium;urban;1539675875665.jpg;1539675904125.jpg;1539675922812.jpg;1539675935506.jpg;;21;cad7f8b5-8564-4fdc-961f-03706d129352;2018-10-16T16:32:10;;24;701;Swaumu_Nuru;;2018-10-16;Sia_Wilfred;;2018-10-17;;517;500;518;494;493;493;443;351;372;;500;525;8;;549;49;;569;51;;642;148;;620;127;;533;40;;493;50;;364;13;;376;4;;490;;10;0.02;;;517;500;518;494;493;463;443;351;372;;500;566;49;;569;69;;601;83;;654;160;;553;60;;494;31;;475;32;;359;8;;375;3;;495;;5;0.01;;1472;566ff754-72c7-492a-8a96-a8e23c69fde2;2019-01-31T16:22:45;;722
700;2018-10-16T11:06:18.809+03;2018-10-16T13:56:31.785+03;2018-10-16;8.92550204139952E+018;640021071951801;353614096259289;-6.641478333333334 39.07881166666667 75.5 0.9;-6.6414783333;39.0788116667;75.5;0.9;dar_es_salaam;kinondoni;Mabwepande;Mpiji;1539677455695.jpg;1539677662723.jpg;1539677759644.jpg;no;It's inside somebody's house;no;dry;loose;medium;urban;1539677861022.jpg;1539677869104.jpg;1539677881116.jpg;1539677889204.jpg;;22;a3dac77a-a5bb-4136-a61f-8078c5bbd239;2018-10-16T16:33:15;;25;700;Swaumu_Nuru;;2018-10-16;Sia_Wilfred;;2018-10-18;;513;492;494;495;461;452;437;351;371;;501;514;1;;507;15;;528;34;;610;115;;572;111;;569;117;;514;77;;371;20;;372;1;;491;;10;0.0199600798;;;515;498;517;494;493;463;443;351;372;;500;515;0;;499;1;;533;16;;619;125;;618;125;;567;104;;551;108;;373;22;;378;6;;507;;-7;-0.014;;125;7127d96e-6fb6-46dc-a1d2-410b8d244263;2018-11-07T12:26:07;;28
702;2018-10-16T11:43:43.654+03;2018-10-16T15:28:27.236+03;2018-10-16;8.92550204139952E+018;640021071951801;353614096259289;-6.640216666666667 39.114355 53.5 1.8;-6.6402166667;39.114355;53.5;1.8;dar_es_salaam;kinondoni;Bunju A;Machimbo;1539679550996.jpg;1539679904437.jpg;1539680106980.jpg;no;There is no way to pass to specific point.;no;dry;loose;high;urban;1539680129435.jpg;1539680137847.jpg;1539680149278.jpg;1539680166361.jpg;The ground was too hard unable to get sampling 15 cm bottom sample.;23;44ae31a4-d954-4ea9-9a98-179cdae336fa;2018-10-16T16:34:34;;26;702;Swaumu_Nuru;;2018-10-16;Sia_Wilfred;;2018-10-18;;513;492;494;495;461;452;437;351;371;;500;542;29;;510;18;;524;30;;672;177;;637;176;;505;53;;445;8;;353;2;;372;1;;494;;6;0.012;;;515;498;517;494;493;463;443;351;372;;500;515;0;;499;1;;533;16;;619;125;;618;125;;567;104;;551;108;;373;22;;378;6;;507;;-7;-0.014;;118;f495a209-e012-48b3-afab-ec350e4b2cf8;2018-11-07T12:25:56;;21
725;2018-10-16T10:38:32.558+03;2018-10-16T11:44:43.951+03;2018-10-16;8.92550506043139E+018;640050643139133;355938094481142;-6.587763333333333 39.115188333333336 15.9 1.6;-6.5877633333;39.1151883333;15.9;1.6;dar_es_salaam;kinondoni;Mbweni;;1539679293010.jpg;1539679304849.jpg;1539679322984.jpg;yes;;yes;dry;loose;medium;urban;1539679424000.jpg;1539679434480.jpg;1539679456707.jpg;1539679470293.jpg;;24;97815da4-699c-4911-9171-b6a731f5e9a4;2018-10-16T16:38:58;;27;725;Frank_Kupaza;;2018-10-16;Sia_Wilfred;;2018-10-17;;513;492;494;495;461;452;437;351;371;;502;513;0;;523;31;;522;28;;633;138;;592;131;;539;87;;500;63;;366;15;;376;5;;498;;4;0.0079681275;;;517;500;518;494;493;463;443;351;372;;501;517;0;;511;11;;544;26;;588;94;;600;107;;582;119;;554;111;;377;26;;378;6;;500;;1;0.001996008;;123;58e390d6-dbc3-4acc-b737-ae4451cb41e7;2018-11-07T12:26:03;;26
726;2018-10-16T12:39:20.457+03;2018-10-16T12:52:58.798+03;2018-10-16;8.92550506043139E+018;640050643139133;355938094481142;-6.587305 39.13346666666666 14.0 2.0;-6.587305;39.1334666667;14;2;dar_es_salaam;kinondoni;Mbweni;;1539683052112.jpg;1539683392947.jpg;1539683448278.jpg;yes;;yes;dry;loose;high;urban;1539683490251.jpg;1539683504084.jpg;1539683534911.jpg;1539683547546.jpg;;25;b6f5c834-dbb1-43ea-be57-f0219b92e317;2018-10-16T16:53:52;;28;726;Frank_Kupaza;;2018-10-16;Sia_Wilfred;;2018-10-17;;513;492;494;495;461;452;437;351;371;;500;513;0;;494;2;;498;4;;626;131;;603;142;;559;107;;527;90;;366;15;;376;5;;496;;4;0.008;;;517;500;518;494;493;463;443;351;372;;501;519;2;;506;6;;532;14;;625;131;;635;142;;586;123;;514;71;;361;10;;375;3;;502;;-1;-0.001996008;;121;d61687c0-399d-4cea-a7c6-9f062133b683;2018-11-07T12:25:59;;24
718;2018-10-16T14:07:37.817+03;2018-10-17T10:02:34.234+03;2018-10-16;8.92550441085121E+018;640044185121424;358808088495803;-6.605511666666667 39.096916666666665 38.1 2.7;-6.6055116667;39.0969166667;38.1;2.7;dar_es_salaam;kinondoni;Kawe;Kiwanzile;1539759668703.jpg;1539759683669.jpg;1539759694346.jpg;yes;;no;dry;loose;low;urban;1539759713256.jpg;1539759721999.jpg;1539759732462.jpg;1539759744776.jpg;No;26;a8f8b50b-fe7e-4946-8302-b3f920a2533c;2018-10-17T07:04:04;;29;718;Deogratius_Salome;;2018-10-16;Sia_Wilfred;;2018-10-17;;517;500;518;494;493;463;443;351;372;;500;522;5;;504;4;;531;13;;640;146;;622;129;;566;103;;525;82;;362;11;;377;5;;498;;2;0.004;;;517;500;518;494;493;463;443;351;372;;502;519;2;;501;1;;533;15;;625;131;;617;124;;574;111;;542;99;;364;13;;378;6;;502;;0;0;;109;38b19143-b314-4976-a4e5-7e80726e69a3;2018-11-07T11:22:43;;16
;2018-10-17T11:38:04.335+03;2018-10-17T11:43:07.885+03;2018-10-17;8.92550506039852E+018;640050639852309;353614091318981;-6.658895732677777 39.169392585754395 0.0 0.0;-6.6588957327;39.1693925858;0;0;dar_es_salaam;kinondoni;Wazo;;1539765644585.jpg;1539765673036.jpg;1539765689661.jpg;yes;;yes;dry;loose;medium;rural;1539765748508.jpg;1539765759420.jpg;1539765768930.jpg;1539765781724.jpg;;27;3a7dde46-9864-4029-b8b5-e1fbac3c1e5e;2018-10-17T11:41:08;;30;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
696;2018-10-17T12:27:28.792+03;2018-10-17T12:32:00.933+03;2018-10-17;8.92550506039852E+018;640050639852309;353614091318981;-6.659708333333333 39.18747333333333 16.4 1.7;-6.6597083333;39.1874733333;16.4;1.7;dar_es_salaam;kinondoni;Wazo;;1539768571486.jpg;1539768586489.jpg;1539768649670.jpg;yes;;no;dry;loose;low;urban;1539768672751.jpg;1539768682632.jpg;1539768699646.jpg;1539768715460.jpg;;28;f66d0970-5501-43ee-b125-da3a063d130c;2018-10-17T11:46:29;;31;696;Rebeca_Ramadhani;;2018-10-17;Sia_Wilfred;;2018-10-24;;513;492;494;495;461;452;437;351;371;;502;520;7;;508;16;;523;29;;601;106;;617;156;;573;121;;486;49;;355;4;;372;1;;489;;13;0.0258964143;;;515;498;517;494;493;463;443;351;372;;501;524;9;;533;35;;569;52;;594;100;;581;88;;588;125;;517;74;;363;12;;375;3;;498;;3;0.005988024;;167;4bb5c420-e585-4567-a73b-1df76acc984a;2018-11-08T06:58:14;;54
697;2018-10-17T13:11:04.474+03;2018-10-17T13:20:02.993+03;2018-10-17;8.92550506039852E+018;640050639852309;353614091318981;-6.659279365100133 39.20548439025879 0.0 0.0;-6.6592793651;39.2054843903;0;0;dar_es_salaam;ilala;Kondo;Moringe;1539771188484.jpg;1539771202546.jpg;1539771584438.jpg;yes;;no;dry;loose;low;urban;1539771228602.jpg;1539771266291.jpg;1539771279507.jpg;1539771294936.jpg;;29;57359532-29fe-4e60-b2c5-9848d665d8e5;2018-10-17T11:50:35;;32;697;Rebeca_Ramadhani;;2018-10-17;Sia_Wilfred;;2018-10-24;;513;492;494;495;461;452;437;351;371;;500;516;3;;506;14;;515;21;;620;125;;603;142;;570;118;;493;56;;361;10;;376;5;;494;;6;0.012;;;515;498;517;494;493;463;443;351;372;;500;519;4;;519;21;;557;40;;675;181;;600;107;;535;72;;502;59;;365;14;;376;4;;502;;-2;-0.004;;163;51d05fca-374c-4a22-ae4c-5b059253a061;2018-11-08T06:56:56;;50
682;2018-10-17T10:39:34.865+03;2018-10-17T10:52:37.153+03;2018-10-17;8.92550204139952E+018;640021071951801;353614096259289;-6.677809999999999 39.15083833333333 79.9 1.8;-6.67781;39.1508383333;79.9;1.8;dar_es_salaam;kinondoni;Wazo;Mvumoni;1539762035607.jpg;1539762217100.jpg;1539762392166.jpg;no;It's inside somebody's house;yes;dry;loose;medium;urban;1539762430410.jpg;1539762460030.jpg;1539762475762.jpg;1539762485476.jpg;;30;119e8db9-0bb4-4326-9324-8b037e346852;2018-10-17T15:49:19;;33;682;Swaumu_Nuru;;2018-10-17;Sia_Wilfred;;2018-10-19;;513;492;494;495;461;452;437;351;371;;503;519;6;;510;18;;528;34;;615;120;;563;102;;535;83;;538;101;;375;24;;378;7;;495;;8;0.0159045726;;;515;498;517;494;493;463;443;351;372;;500;523;8;;524;26;;562;45;;621;127;;592;99;;554;91;;525;82;;367;16;;378;6;;500;;0;0;;139;2eec5392-fa68-40cd-8595-4438b182c7f3;2018-11-07T13:20:11;;34
683;2018-10-17T11:29:47.110+03;2018-10-17T11:46:42.625+03;2018-10-17;8.92550204139952E+018;640021071951801;353614096259289;-6.677741666666666 39.16916833333333 57.9 2.0;-6.6777416667;39.1691683333;57.9;2;dar_es_salaam;kinondoni;Wazo;Kisangani A;1539765077510.jpg;1539765353107.jpg;1539765766458.jpg;no;It's inside somebody's house;yes;dry;loose;low;urban;1539765911845.jpg;1539765931215.jpg;1539765950928.jpg;1539765969494.jpg;;32;11d1dfc0-af1d-4517-bdb4-635330d2a884;2018-10-17T15:50:35;;34;683;Swaumu_Nuru;;2018-10-17;Sia_Wilfred;;2018-10-19;;513;492;494;495;461;452;437;351;371;;500;521;8;;509;17;;518;24;;639;144;;610;149;;533;81;;490;53;;361;10;;375;4;;490;;10;0.02;;;515;498;517;494;493;463;443;351;372;;500;533;18;;519;21;;563;46;;640;146;;606;113;;551;88;;498;55;;358;7;;375;3;;497;;3;0.006;;138;d624daaa-5ded-4e70-bd5f-955de73ef269;2018-11-07T13:20:09;;33
693;2018-10-17T11:15:16.193+03;2018-10-17T18:45:51.329+03;2018-10-17;8925502041378699273f;640021069869927;351665081326444;-6.660046666666666 39.133228333333335 64.4 1.1;-6.6600466667;39.1332283333;64.4;1.1;dar_es_salaam;kinondoni;Madale;Nyakasangwe;;;;yes;;no;dry;consolidated;medium;urban;1539790724655.jpg;1539790733140.jpg;1539790745138.jpg;;;31;1f626b7f-babc-4e98-ab2a-a8f638ed4814;2018-10-17T15:50:24;;35;693;Deogratius_Salome;;2018-10-17;Sia_Wilfred;;2018-10-23;;513;492;494;495;461;452;437;351;371;;500;529;16;;499;7;;500;6;;603;108;;656;195;;525;73;;512;75;;360;9;;378;7;;496;;4;0.008;;;515;498;517;494;493;463;443;351;372;;500;517;2;;504;6;;540;23;;649;155;;616;123;;574;111;;515;72;;360;9;;375;3;;504;;-4;-0.008;;153;b64bf571-6c38-4558-a0c8-afc08ace933e;2018-11-07T13:42:20;;44
692;2018-10-17T12:07:18.941+03;2018-10-17T18:45:26.444+03;2018-10-17;8925502041378699273f;640021069869927;351665081326444;-6.659761569316686 39.11501616239548 0.0 0.0;-6.6597615693;39.1150161624;0;0;dar_es_salaam;kinondoni;;;;;;yes;;no;dry;loose;medium;urban;1539767358281.jpg;1539767370492.jpg;1539767386658.jpg;1539767412273.jpg;;33;46a2b53f-7f16-4434-84c6-122747c7dbbc;2018-10-17T15:51:13;;36;692;Deogratius_Salome;;2018-10-17;Sia_Wilfred;;2018-10-24;;513;492;494;495;461;452;437;351;371;;500;522;9;;498;6;;500;6;;589;94;;632;171;;577;125;;500;63;;364;13;;378;7;;494;;6;0.012;;;517;498;517;494;493;463;443;351;372;;500;517;0;;507;9;;545;28;;667;173;;618;125;;559;96;;501;58;;359;8;;374;2;;499;;1;0.002;;162;26507d34-a5a7-49ec-a06f-48475665993e;2018-11-08T06:56:55;;49
684;2018-10-17T12:12:57.457+03;2018-10-17T16:10:57.397+03;2018-10-17;8.92550204139952E+018;640021071951801;353614096259289;-6.676948333333333 39.187310000000004 31.1 2.5;-6.6769483333;39.18731;31.1;2.5;dar_es_salaam;kinondoni;Tegeta;;1539767672820.jpg;1539767886035.jpg;1539767990910.jpg;no;The dropped point located centre of the road,so we moved north 200m to get the sample.;yes;dry;loose;medium;urban;1539768117026.jpg;1539768130202.jpg;1539768154434.jpg;1539768167851.jpg;The ground was too hard unable to get sampling 15 cm bottom sample;34;0839227e-5890-46f7-bbdb-cab9b9c83471;2018-10-17T15:51:54;;37;684;Swaumu_Nuru;;2018-10-17;Sia_Wilfred;;2018-10-24;;513;492;494;495;461;452;437;351;371;;500;577;64;;525;33;;536;42;;621;126;;556;95;;522;70;;484;47;;364;13;;376;5;;495;;5;0.01;;;515;498;517;494;493;463;443;351;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;166;7fb71bd5-f3b4-431a-9b99-ed1800d373d3;2018-11-08T06:58:13;;53
690;2018-10-17T13:30:03.959+03;2018-10-17T18:38:14.576+03;2018-10-17;8925502041378699273f;640021069869927;351665081326444;-6.659541666666667 39.07950166666667 95.5 1.0;-6.6595416667;39.0795016667;95.5;1;dar_es_salaam;kinondoni;Mabwepande;Mabwepande;1539790344959.jpg;1539790662874.jpg;;no;Private property (big farm require permission;yes;dry;loose;medium;urban;1539772382364.jpg;1539772401727.jpg;1539772420239.jpg;1539772436642.jpg;;35;2ffe23b5-162e-46ca-8d25-ac424a352f9e;2018-10-17T15:52:12;;38;690;Deogratius_Salome;;2018-10-17;Sia_Wilfred;;2018-10-22;;513;492;494;495;461;452;437;351;371;;501;513;0;;493;1;;494;0;;614;119;;621;160;;571;119;;521;84;;361;10;;375;4;;497;;4;0.0079840319;;;515;498;517;494;493;463;443;351;372;;500;537;22;;522;24;;552;35;;669;175;;628;135;;548;85;;466;23;;353;2;;373;1;;502;;-2;-0.004;;142;9c1bf279-5ff6-4a04-9490-2177223b1a06;2018-11-07T13:20:17;;37
685;2018-10-17T12:54:23.598+03;2018-10-17T13:03:56.708+03;2018-10-17;8.92550204139952E+018;640021071951801;353614096259289;-6.677791666666667 39.20561333333333 3.6 2.0;-6.6777916667;39.2056133333;3.6;2;dar_es_salaam;kinondoni;Kunduchi;Mtongani;1539770141124.jpg;1539770232959.jpg;1539770357682.jpg;no;It's inside the market;yes;wet;consolidated;low;urban;1539770483468.jpg;1539770506150.jpg;1539770519897.jpg;1539770544168.jpg;The dropped point located on the market centre, then we moved 200m north from the point;36;542f3534-c60b-41de-8a06-a56d63b52ee4;2018-10-17T15:53:16;;39;685;Swaumu_Nuru;;2018-10-17;Sia_Wilfred;;2018-10-23;;513;492;494;495;461;452;437;351;371;;500;532;19;;541;49;;547;53;;617;122;;576;115;;533;81;;482;45;;358;7;;374;3;;494;;6;0.012;;;515;498;517;494;493;463;443;351;372;;500;550;35;;501;3;;622;105;;658;164;;551;58;;505;42;;484;41;;359;8;;375;3;;459;;41;0.082;;152;1f394aee-2e07-4c91-84b0-171e0f6b25cb;2018-11-07T13:42:18;;43
691;2018-10-17T12:49:10.572+03;2018-10-18T12:10:07.677+03;2018-10-17;8.92550441093499E+018;640044193498715;355938094600683;-6.659535 39.096875 89.3 1.4;-6.659535;39.096875;89.3;1.4;dar_es_salaam;kinondoni;;;1539853563814.jpg;1539853725498.jpg;1539853772093.jpg;yes;;no;dry;loose;high;urban;1539769959361.jpg;1539769971201.jpg;1539769986384.jpg;1539770004154.jpg;;37;de9a6612-48f3-42ae-aa71-da32d5a7b68e;2018-10-18T09:10:49;;40;691;Deogratius_Salome;;2018-10-17;Sia_Wilfred;;2018-10-22;;513;492;494;495;461;452;437;351;371;;500;513;0;;493;1;;494;0;;600;105;;591;130;;582;130;;543;106;;366;15;;379;8;;495;;5;0.01;;;515;498;517;494;493;463;443;351;372;;501;527;12;;505;7;;534;17;;609;115;;600;107;;585;122;;545;102;;366;15;;378;6;;503;;-2;-0.003992016;;146;a0e0baf6-8213-4961-986f-a9f01bc7eb46;2018-11-07T13:25:24;;40
672;2018-10-18T09:54:47.829+03;2018-10-18T10:00:38.100+03;2018-10-18;8.92550204115447E+018;640021047447233;358808088495803;-6.697095 39.18780833333334 57.8 2.2;-6.697095;39.1878083333;57.8;2.2;dar_es_salaam;kinondoni;Salasala;Salasala;1539845834590.jpg;1539845866175.jpg;1539845894338.jpg;no;Point dropped in private residential.  (Unfriend environment) ;yes;dry;loose;low;urban;1539845990208.jpg;1539846008557.jpg;1539846020769.jpg;1539846028996.jpg;No;38;a669d9ab-e6c0-40dc-b560-821645241381;2018-10-18T12:42:13;;41;672;Deogratius_Salome;;2018-10-18;Sia_Wilfred;;2018-10-19;;513;492;494;495;461;452;437;351;371;;501;531;18;;511;19;;525;31;;596;101;;558;97;;544;92;;530;93;;381;30;;380;9;;490;;11;0.0219560878;;;515;498;517;494;493;463;443;351;372;;502;537;22;;515;17;;552;35;;589;95;;592;99;;575;112;;539;96;;369;18;;378;6;;500;;2;0.0039840637;;140;5dedfccc-0cef-49cc-b254-35d1cf01214e;2018-11-07T13:20:13;;35
673;2018-10-18T10:20:35.314+03;2018-10-18T10:24:13.066+03;2018-10-18;8.92550204115447E+018;640021047447233;358808088495803;-6.695925 39.20551833333333 21.4 2.3;-6.695925;39.2055183333;21.4;2.3;dar_es_salaam;kinondoni;Kawe;Kunduchi;1539847326614.jpg;1539847364858.jpg;1539847387039.jpg;yes;;no;dry;loose;low;urban;1539847415373.jpg;1539847424452.jpg;1539847432895.jpg;1539847443143.jpg;No;39;9a7d4b39-425a-4770-b82e-4095e69ab87d;2018-10-18T12:44:06;;42;673;other;Frank;2018-12-20;other;Sia Saronga and Abubakari Rajab;2018-12-21;;513;492;488;495;461;451;437;350;371;;500;514;1;;504;12;;516;28;;616;121;;542;81;;514;63;;442;5;;360;10;;372;1;;322;;178;0.356;;;516;500;518;494;498;463;443;350;372;;500;516;0;;506;6;;523;5;;620;126;;572;74;;486;23;;466;23;;590;240;;372;0;;497;;3;0.006;;1415;d124b21d-f268-4fc0-8870-5dc2a684b06a;2018-12-21T19:53:10;;665
704;2018-11-08T10:54:37.575+03;2018-11-08T19:20:26.097+03;2018-11-08;8.92550204139952E+018;640021071951801;353614096259289;-6.641873333333333 39.153400000000005 69.3 2.1;-6.6418733333;39.1534;69.3;2.1;dar_es_salaam;kinondoni;Tegeta;Tegeta wazo;1541663735483.jpg;1541663770470.jpg;;no;The dropped point location was inside the twiga cement industry so we moved northen part to get the sample;yes;dry;loose;low;urban;;;;;The area is too hard unable to get 15 bottom sample;194;97552f14-7609-42cd-a31e-c837e261b6d3;2018-11-08T16:23:09;;43;704;Swaumu_Nuru;;2018-11-08;Sia_Wilfred;;2018-11-26;;513;492;494;495;461;452;437;351;371;;500;583;70;;547;55;;539;45;;570;75;;528;67;;525;73;;525;88;;369;18;;377;6;;497;;3;0.006;;;517;500;518;493;493;463;443;350;372;;500;586;69;;500;0;;594;76;;503;10;;559;66;;590;127;;550;107;;390;40;;376;4;;499;;1;0.002;;531;69d1eb08-8df9-44f5-b0e9-865cc281c695;2018-11-27T07:38:46;;149
